,datetime,place,path_prev,path_next,path_u,path_v,level_prev,level_next
24,2018-11-01 07:18:58,SHOP,2018/11/01/20181101_070331-SHOP.jpg,2018/11/01/20181101_071858-SHOP.jpg,u/2018/11/01/20181101_071858-SHOP.jpg,v/2018/11/01/20181101_071858-SHOP.jpg,1.0,1.0
25,2018-11-01 07:34:25,SHOP,2018/11/01/20181101_071858-SHOP.jpg,2018/11/01/20181101_073425-SHOP.jpg,u/2018/11/01/20181101_073425-SHOP.jpg,v/2018/11/01/20181101_073425-SHOP.jpg,1.0,1.0
26,2018-11-01 07:49:52,SHOP,2018/11/01/20181101_073425-SHOP.jpg,2018/11/01/20181101_074952-SHOP.jpg,u/2018/11/01/20181101_074952-SHOP.jpg,v/2018/11/01/20181101_074952-SHOP.jpg,1.0,1.0
27,2018-11-01 08:00:58,SHOP,2018/11/01/20181101_074952-SHOP.jpg,2018/11/01/20181101_080058-SHOP.jpg,u/2018/11/01/20181101_080058-SHOP.jpg,v/2018/11/01/20181101_080058-SHOP.jpg,1.0,1.0
28,2018-11-01 08:16:27,SHOP,2018/11/01/20181101_080058-SHOP.jpg,2018/11/01/20181101_081627-SHOP.jpg,u/2018/11/01/20181101_081627-SHOP.jpg,v/2018/11/01/20181101_081627-SHOP.jpg,1.0,1.0
29,2018-11-01 08:31:55,SHOP,2018/11/01/20181101_081627-SHOP.jpg,2018/11/01/20181101_083155-SHOP.jpg,u/2018/11/01/20181101_083155-SHOP.jpg,v/2018/11/01/20181101_083155-SHOP.jpg,1.0,1.0
30,2018-11-01 08:47:22,SHOP,2018/11/01/20181101_083155-SHOP.jpg,2018/11/01/20181101_084722-SHOP.jpg,u/2018/11/01/20181101_084722-SHOP.jpg,v/2018/11/01/20181101_084722-SHOP.jpg,1.0,1.0
31,2018-11-01 09:02:48,SHOP,2018/11/01/20181101_084722-SHOP.jpg,2018/11/01/20181101_090248-SHOP.jpg,u/2018/11/01/20181101_090248-SHOP.jpg,v/2018/11/01/20181101_090248-SHOP.jpg,1.0,1.0
32,2018-11-01 09:18:16,SHOP,2018/11/01/20181101_090248-SHOP.jpg,2018/11/01/20181101_091816-SHOP.jpg,u/2018/11/01/20181101_091816-SHOP.jpg,v/2018/11/01/20181101_091816-SHOP.jpg,1.0,1.0
33,2018-11-01 09:33:43,SHOP,2018/11/01/20181101_091816-SHOP.jpg,2018/11/01/20181101_093343-SHOP.jpg,u/2018/11/01/20181101_093343-SHOP.jpg,v/2018/11/01/20181101_093343-SHOP.jpg,1.0,1.0
34,2018-11-01 09:49:11,SHOP,2018/11/01/20181101_093343-SHOP.jpg,2018/11/01/20181101_094911-SHOP.jpg,u/2018/11/01/20181101_094911-SHOP.jpg,v/2018/11/01/20181101_094911-SHOP.jpg,1.0,1.0
35,2018-11-01 10:00:58,SHOP,2018/11/01/20181101_094911-SHOP.jpg,2018/11/01/20181101_100058-SHOP.jpg,u/2018/11/01/20181101_100058-SHOP.jpg,v/2018/11/01/20181101_100058-SHOP.jpg,1.0,1.0
36,2018-11-01 10:16:27,SHOP,2018/11/01/20181101_100058-SHOP.jpg,2018/11/01/20181101_101627-SHOP.jpg,u/2018/11/01/20181101_101627-SHOP.jpg,v/2018/11/01/20181101_101627-SHOP.jpg,1.0,1.0
37,2018-11-01 10:31:54,SHOP,2018/11/01/20181101_101627-SHOP.jpg,2018/11/01/20181101_103154-SHOP.jpg,u/2018/11/01/20181101_103154-SHOP.jpg,v/2018/11/01/20181101_103154-SHOP.jpg,1.0,1.0
38,2018-11-01 10:47:22,SHOP,2018/11/01/20181101_103154-SHOP.jpg,2018/11/01/20181101_104722-SHOP.jpg,u/2018/11/01/20181101_104722-SHOP.jpg,v/2018/11/01/20181101_104722-SHOP.jpg,1.0,1.0
39,2018-11-01 11:02:49,SHOP,2018/11/01/20181101_104722-SHOP.jpg,2018/11/01/20181101_110249-SHOP.jpg,u/2018/11/01/20181101_110249-SHOP.jpg,v/2018/11/01/20181101_110249-SHOP.jpg,1.0,1.0
40,2018-11-01 11:18:17,SHOP,2018/11/01/20181101_110249-SHOP.jpg,2018/11/01/20181101_111817-SHOP.jpg,u/2018/11/01/20181101_111817-SHOP.jpg,v/2018/11/01/20181101_111817-SHOP.jpg,1.0,1.0
41,2018-11-01 11:33:45,SHOP,2018/11/01/20181101_111817-SHOP.jpg,2018/11/01/20181101_113345-SHOP.jpg,u/2018/11/01/20181101_113345-SHOP.jpg,v/2018/11/01/20181101_113345-SHOP.jpg,1.0,1.0
42,2018-11-01 11:49:13,SHOP,2018/11/01/20181101_113345-SHOP.jpg,2018/11/01/20181101_114913-SHOP.jpg,u/2018/11/01/20181101_114913-SHOP.jpg,v/2018/11/01/20181101_114913-SHOP.jpg,1.0,1.0
43,2018-11-01 12:00:58,SHOP,2018/11/01/20181101_114913-SHOP.jpg,2018/11/01/20181101_120058-SHOP.jpg,u/2018/11/01/20181101_120058-SHOP.jpg,v/2018/11/01/20181101_120058-SHOP.jpg,1.0,1.0
44,2018-11-01 12:16:28,SHOP,2018/11/01/20181101_120058-SHOP.jpg,2018/11/01/20181101_121628-SHOP.jpg,u/2018/11/01/20181101_121628-SHOP.jpg,v/2018/11/01/20181101_121628-SHOP.jpg,1.0,1.0
45,2018-11-01 12:31:58,SHOP,2018/11/01/20181101_121628-SHOP.jpg,2018/11/01/20181101_123158-SHOP.jpg,u/2018/11/01/20181101_123158-SHOP.jpg,v/2018/11/01/20181101_123158-SHOP.jpg,1.0,1.0
46,2018-11-01 12:47:26,SHOP,2018/11/01/20181101_123158-SHOP.jpg,2018/11/01/20181101_124726-SHOP.jpg,u/2018/11/01/20181101_124726-SHOP.jpg,v/2018/11/01/20181101_124726-SHOP.jpg,1.0,1.0
47,2018-11-01 13:03:08,SHOP,2018/11/01/20181101_124726-SHOP.jpg,2018/11/01/20181101_130308-SHOP.jpg,u/2018/11/01/20181101_130308-SHOP.jpg,v/2018/11/01/20181101_130308-SHOP.jpg,1.0,1.0
48,2018-11-01 13:18:48,SHOP,2018/11/01/20181101_130308-SHOP.jpg,2018/11/01/20181101_131848-SHOP.jpg,u/2018/11/01/20181101_131848-SHOP.jpg,v/2018/11/01/20181101_131848-SHOP.jpg,1.0,1.0
49,2018-11-01 13:35:58,SHOP,2018/11/01/20181101_131848-SHOP.jpg,2018/11/01/20181101_133558-SHOP.jpg,u/2018/11/01/20181101_133558-SHOP.jpg,v/2018/11/01/20181101_133558-SHOP.jpg,1.0,1.0
50,2018-11-01 13:51:27,SHOP,2018/11/01/20181101_133558-SHOP.jpg,2018/11/01/20181101_135127-SHOP.jpg,u/2018/11/01/20181101_135127-SHOP.jpg,v/2018/11/01/20181101_135127-SHOP.jpg,1.0,1.0
51,2018-11-01 14:00:55,SHOP,2018/11/01/20181101_135127-SHOP.jpg,2018/11/01/20181101_140055-SHOP.jpg,u/2018/11/01/20181101_140055-SHOP.jpg,v/2018/11/01/20181101_140055-SHOP.jpg,1.0,1.0
52,2018-11-01 14:16:24,SHOP,2018/11/01/20181101_140055-SHOP.jpg,2018/11/01/20181101_141624-SHOP.jpg,u/2018/11/01/20181101_141624-SHOP.jpg,v/2018/11/01/20181101_141624-SHOP.jpg,1.0,1.0
53,2018-11-01 14:31:53,SHOP,2018/11/01/20181101_141624-SHOP.jpg,2018/11/01/20181101_143153-SHOP.jpg,u/2018/11/01/20181101_143153-SHOP.jpg,v/2018/11/01/20181101_143153-SHOP.jpg,1.0,1.0
54,2018-11-01 14:47:20,SHOP,2018/11/01/20181101_143153-SHOP.jpg,2018/11/01/20181101_144720-SHOP.jpg,u/2018/11/01/20181101_144720-SHOP.jpg,v/2018/11/01/20181101_144720-SHOP.jpg,1.0,1.0
55,2018-11-01 15:02:48,SHOP,2018/11/01/20181101_144720-SHOP.jpg,2018/11/01/20181101_150248-SHOP.jpg,u/2018/11/01/20181101_150248-SHOP.jpg,v/2018/11/01/20181101_150248-SHOP.jpg,1.0,1.0
56,2018-11-01 15:18:15,SHOP,2018/11/01/20181101_150248-SHOP.jpg,2018/11/01/20181101_151815-SHOP.jpg,u/2018/11/01/20181101_151815-SHOP.jpg,v/2018/11/01/20181101_151815-SHOP.jpg,1.0,1.0
57,2018-11-01 15:33:42,SHOP,2018/11/01/20181101_151815-SHOP.jpg,2018/11/01/20181101_153342-SHOP.jpg,u/2018/11/01/20181101_153342-SHOP.jpg,v/2018/11/01/20181101_153342-SHOP.jpg,1.0,1.0
58,2018-11-01 15:49:10,SHOP,2018/11/01/20181101_153342-SHOP.jpg,2018/11/01/20181101_154910-SHOP.jpg,u/2018/11/01/20181101_154910-SHOP.jpg,v/2018/11/01/20181101_154910-SHOP.jpg,1.0,1.0
59,2018-11-01 16:00:58,SHOP,2018/11/01/20181101_154910-SHOP.jpg,2018/11/01/20181101_160058-SHOP.jpg,u/2018/11/01/20181101_160058-SHOP.jpg,v/2018/11/01/20181101_160058-SHOP.jpg,1.0,1.0
60,2018-11-01 16:16:27,SHOP,2018/11/01/20181101_160058-SHOP.jpg,2018/11/01/20181101_161627-SHOP.jpg,u/2018/11/01/20181101_161627-SHOP.jpg,v/2018/11/01/20181101_161627-SHOP.jpg,1.0,1.0
61,2018-11-01 16:31:57,SHOP,2018/11/01/20181101_161627-SHOP.jpg,2018/11/01/20181101_163157-SHOP.jpg,u/2018/11/01/20181101_163157-SHOP.jpg,v/2018/11/01/20181101_163157-SHOP.jpg,1.0,1.0
62,2018-11-01 16:47:25,SHOP,2018/11/01/20181101_163157-SHOP.jpg,2018/11/01/20181101_164725-SHOP.jpg,u/2018/11/01/20181101_164725-SHOP.jpg,v/2018/11/01/20181101_164725-SHOP.jpg,1.0,1.0
63,2018-11-01 17:02:53,SHOP,2018/11/01/20181101_164725-SHOP.jpg,2018/11/01/20181101_170253-SHOP.jpg,u/2018/11/01/20181101_170253-SHOP.jpg,v/2018/11/01/20181101_170253-SHOP.jpg,1.0,1.0
64,2018-11-01 17:18:21,SHOP,2018/11/01/20181101_170253-SHOP.jpg,2018/11/01/20181101_171821-SHOP.jpg,u/2018/11/01/20181101_171821-SHOP.jpg,v/2018/11/01/20181101_171821-SHOP.jpg,1.0,1.0
65,2018-11-01 17:33:49,SHOP,2018/11/01/20181101_171821-SHOP.jpg,2018/11/01/20181101_173349-SHOP.jpg,u/2018/11/01/20181101_173349-SHOP.jpg,v/2018/11/01/20181101_173349-SHOP.jpg,1.0,1.0
66,2018-11-01 17:49:16,SHOP,2018/11/01/20181101_173349-SHOP.jpg,2018/11/01/20181101_174916-SHOP.jpg,u/2018/11/01/20181101_174916-SHOP.jpg,v/2018/11/01/20181101_174916-SHOP.jpg,1.0,1.0
67,2018-11-01 18:00:58,SHOP,2018/11/01/20181101_174916-SHOP.jpg,2018/11/01/20181101_180058-SHOP.jpg,u/2018/11/01/20181101_180058-SHOP.jpg,v/2018/11/01/20181101_180058-SHOP.jpg,1.0,1.0
68,2018-11-01 18:16:27,SHOP,2018/11/01/20181101_180058-SHOP.jpg,2018/11/01/20181101_181627-SHOP.jpg,u/2018/11/01/20181101_181627-SHOP.jpg,v/2018/11/01/20181101_181627-SHOP.jpg,1.0,1.0
69,2018-11-01 18:32:39,SHOP,2018/11/01/20181101_181627-SHOP.jpg,2018/11/01/20181101_183239-SHOP.jpg,u/2018/11/01/20181101_183239-SHOP.jpg,v/2018/11/01/20181101_183239-SHOP.jpg,1.0,1.0
70,2018-11-01 18:48:51,SHOP,2018/11/01/20181101_183239-SHOP.jpg,2018/11/01/20181101_184851-SHOP.jpg,u/2018/11/01/20181101_184851-SHOP.jpg,v/2018/11/01/20181101_184851-SHOP.jpg,1.0,1.0
71,2018-11-01 19:05:04,SHOP,2018/11/01/20181101_184851-SHOP.jpg,2018/11/01/20181101_190504-SHOP.jpg,u/2018/11/01/20181101_190504-SHOP.jpg,v/2018/11/01/20181101_190504-SHOP.jpg,1.0,1.0
72,2018-11-01 19:21:17,SHOP,2018/11/01/20181101_190504-SHOP.jpg,2018/11/01/20181101_192117-SHOP.jpg,u/2018/11/01/20181101_192117-SHOP.jpg,v/2018/11/01/20181101_192117-SHOP.jpg,1.0,1.0
73,2018-11-01 19:37:29,SHOP,2018/11/01/20181101_192117-SHOP.jpg,2018/11/01/20181101_193729-SHOP.jpg,u/2018/11/01/20181101_193729-SHOP.jpg,v/2018/11/01/20181101_193729-SHOP.jpg,1.0,1.0
74,2018-11-01 19:53:43,SHOP,2018/11/01/20181101_193729-SHOP.jpg,2018/11/01/20181101_195343-SHOP.jpg,u/2018/11/01/20181101_195343-SHOP.jpg,v/2018/11/01/20181101_195343-SHOP.jpg,1.0,1.0
75,2018-11-01 20:00:59,SHOP,2018/11/01/20181101_195343-SHOP.jpg,2018/11/01/20181101_200059-SHOP.jpg,u/2018/11/01/20181101_200059-SHOP.jpg,v/2018/11/01/20181101_200059-SHOP.jpg,1.0,1.0
76,2018-11-01 20:17:14,SHOP,2018/11/01/20181101_200059-SHOP.jpg,2018/11/01/20181101_201714-SHOP.jpg,u/2018/11/01/20181101_201714-SHOP.jpg,v/2018/11/01/20181101_201714-SHOP.jpg,1.0,1.0
77,2018-11-01 20:33:27,SHOP,2018/11/01/20181101_201714-SHOP.jpg,2018/11/01/20181101_203327-SHOP.jpg,u/2018/11/01/20181101_203327-SHOP.jpg,v/2018/11/01/20181101_203327-SHOP.jpg,1.0,1.0
78,2018-11-01 20:49:40,SHOP,2018/11/01/20181101_203327-SHOP.jpg,2018/11/01/20181101_204940-SHOP.jpg,u/2018/11/01/20181101_204940-SHOP.jpg,v/2018/11/01/20181101_204940-SHOP.jpg,1.0,1.0
79,2018-11-01 21:05:53,SHOP,2018/11/01/20181101_204940-SHOP.jpg,2018/11/01/20181101_210553-SHOP.jpg,u/2018/11/01/20181101_210553-SHOP.jpg,v/2018/11/01/20181101_210553-SHOP.jpg,1.0,1.0
80,2018-11-01 21:22:10,SHOP,2018/11/01/20181101_210553-SHOP.jpg,2018/11/01/20181101_212210-SHOP.jpg,u/2018/11/01/20181101_212210-SHOP.jpg,v/2018/11/01/20181101_212210-SHOP.jpg,1.0,1.0
81,2018-11-01 21:38:23,SHOP,2018/11/01/20181101_212210-SHOP.jpg,2018/11/01/20181101_213823-SHOP.jpg,u/2018/11/01/20181101_213823-SHOP.jpg,v/2018/11/01/20181101_213823-SHOP.jpg,1.0,1.0
82,2018-11-01 21:54:37,SHOP,2018/11/01/20181101_213823-SHOP.jpg,2018/11/01/20181101_215437-SHOP.jpg,u/2018/11/01/20181101_215437-SHOP.jpg,v/2018/11/01/20181101_215437-SHOP.jpg,1.0,1.0
83,2018-11-01 22:00:58,SHOP,2018/11/01/20181101_215437-SHOP.jpg,2018/11/01/20181101_220058-SHOP.jpg,u/2018/11/01/20181101_220058-SHOP.jpg,v/2018/11/01/20181101_220058-SHOP.jpg,1.0,1.0
84,2018-11-01 22:17:13,SHOP,2018/11/01/20181101_220058-SHOP.jpg,2018/11/01/20181101_221713-SHOP.jpg,u/2018/11/01/20181101_221713-SHOP.jpg,v/2018/11/01/20181101_221713-SHOP.jpg,1.0,1.0
85,2018-11-01 22:33:26,SHOP,2018/11/01/20181101_221713-SHOP.jpg,2018/11/01/20181101_223326-SHOP.jpg,u/2018/11/01/20181101_223326-SHOP.jpg,v/2018/11/01/20181101_223326-SHOP.jpg,1.0,1.0
86,2018-11-01 22:49:39,SHOP,2018/11/01/20181101_223326-SHOP.jpg,2018/11/01/20181101_224939-SHOP.jpg,u/2018/11/01/20181101_224939-SHOP.jpg,v/2018/11/01/20181101_224939-SHOP.jpg,1.0,1.0
87,2018-11-01 23:05:52,SHOP,2018/11/01/20181101_224939-SHOP.jpg,2018/11/01/20181101_230552-SHOP.jpg,u/2018/11/01/20181101_230552-SHOP.jpg,v/2018/11/01/20181101_230552-SHOP.jpg,1.0,1.0
88,2018-11-01 23:22:05,SHOP,2018/11/01/20181101_230552-SHOP.jpg,2018/11/01/20181101_232205-SHOP.jpg,u/2018/11/01/20181101_232205-SHOP.jpg,v/2018/11/01/20181101_232205-SHOP.jpg,1.0,1.0
89,2018-11-01 23:38:18,SHOP,2018/11/01/20181101_232205-SHOP.jpg,2018/11/01/20181101_233818-SHOP.jpg,u/2018/11/01/20181101_233818-SHOP.jpg,v/2018/11/01/20181101_233818-SHOP.jpg,1.0,1.0
90,2018-11-01 23:54:31,SHOP,2018/11/01/20181101_233818-SHOP.jpg,2018/11/01/20181101_235431-SHOP.jpg,u/2018/11/01/20181101_235431-SHOP.jpg,v/2018/11/01/20181101_235431-SHOP.jpg,1.0,1.0
91,2018-11-02 00:01:17,SHOP,2018/11/01/20181101_235431-SHOP.jpg,2018/11/02/20181102_000117-SHOP.jpg,u/2018/11/02/20181102_000117-SHOP.jpg,v/2018/11/02/20181102_000117-SHOP.jpg,1.0,1.0
92,2018-11-02 00:17:33,SHOP,2018/11/02/20181102_000117-SHOP.jpg,2018/11/02/20181102_001733-SHOP.jpg,u/2018/11/02/20181102_001733-SHOP.jpg,v/2018/11/02/20181102_001733-SHOP.jpg,1.0,1.0
93,2018-11-02 00:33:46,SHOP,2018/11/02/20181102_001733-SHOP.jpg,2018/11/02/20181102_003346-SHOP.jpg,u/2018/11/02/20181102_003346-SHOP.jpg,v/2018/11/02/20181102_003346-SHOP.jpg,1.0,1.0
94,2018-11-02 00:49:59,SHOP,2018/11/02/20181102_003346-SHOP.jpg,2018/11/02/20181102_004959-SHOP.jpg,u/2018/11/02/20181102_004959-SHOP.jpg,v/2018/11/02/20181102_004959-SHOP.jpg,1.0,1.0
95,2018-11-02 01:06:12,SHOP,2018/11/02/20181102_004959-SHOP.jpg,2018/11/02/20181102_010612-SHOP.jpg,u/2018/11/02/20181102_010612-SHOP.jpg,v/2018/11/02/20181102_010612-SHOP.jpg,1.0,1.0
96,2018-11-02 01:22:25,SHOP,2018/11/02/20181102_010612-SHOP.jpg,2018/11/02/20181102_012225-SHOP.jpg,u/2018/11/02/20181102_012225-SHOP.jpg,v/2018/11/02/20181102_012225-SHOP.jpg,1.0,1.0
97,2018-11-02 01:38:38,SHOP,2018/11/02/20181102_012225-SHOP.jpg,2018/11/02/20181102_013838-SHOP.jpg,u/2018/11/02/20181102_013838-SHOP.jpg,v/2018/11/02/20181102_013838-SHOP.jpg,1.0,1.0
98,2018-11-02 01:54:51,SHOP,2018/11/02/20181102_013838-SHOP.jpg,2018/11/02/20181102_015451-SHOP.jpg,u/2018/11/02/20181102_015451-SHOP.jpg,v/2018/11/02/20181102_015451-SHOP.jpg,1.0,1.0
99,2018-11-02 02:00:58,SHOP,2018/11/02/20181102_015451-SHOP.jpg,2018/11/02/20181102_020058-SHOP.jpg,u/2018/11/02/20181102_020058-SHOP.jpg,v/2018/11/02/20181102_020058-SHOP.jpg,1.0,1.0
100,2018-11-02 02:17:13,SHOP,2018/11/02/20181102_020058-SHOP.jpg,2018/11/02/20181102_021713-SHOP.jpg,u/2018/11/02/20181102_021713-SHOP.jpg,v/2018/11/02/20181102_021713-SHOP.jpg,1.0,1.0
101,2018-11-02 02:33:26,SHOP,2018/11/02/20181102_021713-SHOP.jpg,2018/11/02/20181102_023326-SHOP.jpg,u/2018/11/02/20181102_023326-SHOP.jpg,v/2018/11/02/20181102_023326-SHOP.jpg,1.0,1.0
102,2018-11-02 02:49:39,SHOP,2018/11/02/20181102_023326-SHOP.jpg,2018/11/02/20181102_024939-SHOP.jpg,u/2018/11/02/20181102_024939-SHOP.jpg,v/2018/11/02/20181102_024939-SHOP.jpg,1.0,1.0
103,2018-11-02 03:05:52,SHOP,2018/11/02/20181102_024939-SHOP.jpg,2018/11/02/20181102_030552-SHOP.jpg,u/2018/11/02/20181102_030552-SHOP.jpg,v/2018/11/02/20181102_030552-SHOP.jpg,1.0,1.0
104,2018-11-02 03:22:05,SHOP,2018/11/02/20181102_030552-SHOP.jpg,2018/11/02/20181102_032205-SHOP.jpg,u/2018/11/02/20181102_032205-SHOP.jpg,v/2018/11/02/20181102_032205-SHOP.jpg,1.0,1.0
105,2018-11-02 03:38:17,SHOP,2018/11/02/20181102_032205-SHOP.jpg,2018/11/02/20181102_033817-SHOP.jpg,u/2018/11/02/20181102_033817-SHOP.jpg,v/2018/11/02/20181102_033817-SHOP.jpg,1.0,1.0
106,2018-11-02 03:54:31,SHOP,2018/11/02/20181102_033817-SHOP.jpg,2018/11/02/20181102_035431-SHOP.jpg,u/2018/11/02/20181102_035431-SHOP.jpg,v/2018/11/02/20181102_035431-SHOP.jpg,1.0,1.0
107,2018-11-02 04:00:58,SHOP,2018/11/02/20181102_035431-SHOP.jpg,2018/11/02/20181102_040058-SHOP.jpg,u/2018/11/02/20181102_040058-SHOP.jpg,v/2018/11/02/20181102_040058-SHOP.jpg,1.0,1.0
108,2018-11-02 04:17:15,SHOP,2018/11/02/20181102_040058-SHOP.jpg,2018/11/02/20181102_041715-SHOP.jpg,u/2018/11/02/20181102_041715-SHOP.jpg,v/2018/11/02/20181102_041715-SHOP.jpg,1.0,1.0
109,2018-11-02 04:33:30,SHOP,2018/11/02/20181102_041715-SHOP.jpg,2018/11/02/20181102_043330-SHOP.jpg,u/2018/11/02/20181102_043330-SHOP.jpg,v/2018/11/02/20181102_043330-SHOP.jpg,1.0,1.0
110,2018-11-02 04:49:44,SHOP,2018/11/02/20181102_043330-SHOP.jpg,2018/11/02/20181102_044944-SHOP.jpg,u/2018/11/02/20181102_044944-SHOP.jpg,v/2018/11/02/20181102_044944-SHOP.jpg,1.0,1.0
111,2018-11-02 05:05:58,SHOP,2018/11/02/20181102_044944-SHOP.jpg,2018/11/02/20181102_050558-SHOP.jpg,u/2018/11/02/20181102_050558-SHOP.jpg,v/2018/11/02/20181102_050558-SHOP.jpg,1.0,1.0
